Date, t, Pressure (mBar), Pressure Altitude (m), Temperature (°C)
2016-10-06 18:14:28 +0000, 16.602062, 1008.027466, 1.314162, 26.760000
2016-10-06 18:14:29 +0000, 16.662489, 1007.994812, 1.587011, 26.750000
2016-10-06 18:14:29 +0000, 16.676590, 1007.998230, 1.558451, 26.750000
2016-10-06 18:14:29 +0000, 16.751299, 1007.963684, 1.847116, 26.730000
2016-10-06 18:14:29 +0000, 16.810989, 1007.988037, 1.643622, 26.750000
2016-10-06 18:14:29 +0000, 16.842938, 1007.989258, 1.633421, 26.760000
2016-10-06 18:14:29 +0000, 16.902366, 1007.907471, 2.316852, 26.709999
2016-10-06 18:14:29 +0000, 16.962537, 1008.007141, 1.483991, 26.760000
2016-10-06 18:14:29 +0000, 17.002127, 1007.954102, 1.927189, 26.750000
2016-10-06 18:14:29 +0000, 17.081015, 1008.019470, 1.380971, 26.770000
2016-10-06 18:14:29 +0000, 17.112108, 1008.000366, 1.540601, 26.760000
2016-10-06 18:14:29 +0000, 17.172662, 1007.988037, 1.643622, 26.750000
2016-10-06 18:14:29 +0000, 17.231679, 1008.020691, 1.370772, 26.760000
2016-10-06 18:14:29 +0000, 17.246927, 1008.009583, 1.463591, 26.760000
2016-10-06 18:14:29 +0000, 17.321165, 1007.994812, 1.587011, 26.750000
2016-10-06 18:14:29 +0000, 17.352137, 1008.006226, 1.491641, 26.760000
2016-10-06 18:14:29 +0000, 17.412067, 1007.913330, 2.267888, 26.700001
2016-10-06 18:14:29 +0000, 17.472177, 1007.987061, 1.651782, 26.750000
2016-10-06 18:14:29 +0000, 17.503855, 1008.004089, 1.509491, 26.750000
2016-10-06 18:14:29 +0000, 17.562109, 1007.907776, 2.314302, 26.690001
2016-10-06 18:14:30 +0000, 17.621307, 1007.984619, 1.672182, 26.750000
2016-10-06 18:14:30 +0000, 17.651992, 1008.034302, 1.257044, 26.760000
2016-10-06 18:14:30 +0000, 17.696071, 1007.922607, 2.190363, 26.700001
2016-10-06 18:14:30 +0000, 17.771939, 1007.999390, 1.548761, 26.740000
2016-10-06 18:14:30 +0000, 17.812231, 1008.003784, 1.512041, 26.760000
2016-10-06 18:14:30 +0000, 17.861692, 1008.021667, 1.362612, 26.770000
2016-10-06 18:14:30 +0000, 17.921236, 1007.977173, 1.734403, 26.730000
2016-10-06 18:14:30 +0000, 17.981005, 1008.013916, 1.427381, 26.760000
2016-10-06 18:14:30 +0000, 18.013043, 1008.032104, 1.275403, 26.750000
2016-10-06 18:14:30 +0000, 18.071907, 1008.035217, 1.249394, 26.770000
2016-10-06 18:14:30 +0000, 18.132393, 1008.040100, 1.208595, 26.760000
2016-10-06 18:14:30 +0000, 18.147493, 1008.021973, 1.360062, 26.750000
2016-10-06 18:14:30 +0000, 18.221238, 1008.020691, 1.370772, 26.760000
2016-10-06 18:14:30 +0000, 18.280811, 1008.025330, 1.332012, 26.750000
2016-10-06 18:14:30 +0000, 18.312071, 1008.023193, 1.349862, 26.760000
2016-10-06 18:14:30 +0000, 18.371645, 1007.950623, 1.956260, 26.700001
2016-10-06 18:14:30 +0000, 18.432305, 1008.021973, 1.360062, 26.750000
2016-10-06 18:14:30 +0000, 18.447351, 1008.014221, 1.424831, 26.750000
2016-10-06 18:14:30 +0000, 18.520860, 1007.931519, 2.115898, 26.690001
2016-10-06 18:14:30 +0000, 18.580546, 1008.051208, 1.115778, 26.760000
2016-10-06 18:14:31 +0000, 18.622103, 1008.035522, 1.246844, 26.750000
2016-10-06 18:14:31 +0000, 18.671774, 1008.017334, 1.398821, 26.760000
2016-10-06 18:14:31 +0000, 18.732117, 1008.015137, 1.417181, 26.750000
2016-10-06 18:14:31 +0000, 18.792637, 1007.991455, 1.615061, 26.750000
2016-10-06 18:14:31 +0000, 18.824167, 1008.028687, 1.303963, 26.750000
2016-10-06 18:14:31 +0000, 18.880410, 1007.996033, 1.576811, 26.760000
2016-10-06 18:14:31 +0000, 18.952184, 1008.013000, 1.435031, 26.760000
2016-10-06 18:14:31 +0000, 18.967660, 1007.994812, 1.587011, 26.750000
2016-10-06 18:14:31 +0000, 19.032643, 1007.980286, 1.708393, 26.750000
2016-10-06 18:14:31 +0000, 19.091729, 1008.018494, 1.389131, 26.750000
2016-10-06 18:14:31 +0000, 19.123724, 1008.001587, 1.530401, 26.750000
2016-10-06 18:14:31 +0000, 19.181208, 1007.911194, 2.285740, 26.690001
2016-10-06 18:14:31 +0000, 19.241978, 1008.006226, 1.491641, 26.740000
2016-10-06 18:14:31 +0000, 19.282150, 1008.008362, 1.473791, 26.750000
2016-10-06 18:14:31 +0000, 19.332901, 1008.035217, 1.249394, 26.770000
2016-10-06 18:14:31 +0000, 19.391305, 1008.015137, 1.417181, 26.750000
2016-10-06 18:14:31 +0000, 19.451098, 1008.026550, 1.321812, 26.760000
2016-10-06 18:14:31 +0000, 19.482773, 1008.020996, 1.368222, 26.750000
2016-10-06 18:14:31 +0000, 19.544499, 1008.016418, 1.406471, 26.760000
2016-10-06 18:14:31 +0000, 19.603961, 1008.027466, 1.314162, 26.760000
